0	0.146607
0.004	-0.121508
0.008	-0.289623
0.012	-0.339738
0.016	-0.358853
0.02	-0.373968
0.024	-0.392082
0.028	-0.392197
0.032	-0.439312
0.036	-0.462427
0.04	-0.469542
0.044	-0.465657
0.048	-0.442772
0.052	-0.452886
0.056	-0.453001
0.06	-0.450116
0.064	-0.448231
0.068	-0.433346
0.072	-0.443461
0.076	-0.453575
0.08	-0.44869
0.084	-0.466805
0.088	-0.47892
0.092	-0.424035
0.096	-0.45915
0.1	-0.492265
0.104	-0.476379
0.108	-0.476494
0.112	-0.484609
0.116	-0.484724
0.12	-0.481839
0.124	-0.484954
0.128	-0.475068
0.132	-0.472183
0.136	-0.480298
0.14	-0.460413
0.144	-0.447528
0.148	-0.455643
0.152	-0.468758
0.156	-0.440872
0.16	-0.450987
0.164	-0.446102
0.168	-0.453217
0.172	-0.434332
0.176	-0.436447
0.18	-0.418561
0.184	-0.401676
0.188	-0.406791
0.192	-0.373906
0.196	-0.372021
0.2	-0.354136
0.204	-0.354251
0.208	-0.347365
0.212	-0.35248
0.216	-0.345595
0.22	-0.32471
0.224	-0.327825
0.228	-0.30594
0.232	-0.306054
0.236	-0.306169
0.24	-0.285284
0.244	-0.270399
0.248	-0.306514
0.252	-0.316629
0.256	-0.316743
0.26	-0.343858
0.264	-0.353973
0.268	-0.369088
0.272	-0.376203
0.276	-0.384318
0.28	-0.396433
0.284	-0.417547
0.288	-0.417662
0.292	-0.404777
0.296	-0.406892
0.3	-0.412007
0.304	-0.420122
0.308	-0.412236
0.312	-0.418351
0.316	-0.412466
0.32	-0.410581
0.324	-0.397696
0.328	-0.418811
0.332	-0.397926
0.336	-0.39104
0.34	-0.389155
0.344	-0.36827
0.348	-0.374385
0.352	-0.3935
0.356	-0.398615
0.36	-0.378729
0.364	-0.378844
0.368	-0.376959
0.372	-0.384074
0.376	-0.382189
0.38	-0.387304
0.384	-0.379419
0.388	-0.369533
0.392	-0.372648
0.396	-0.367763
0.4	-0.365878
0.404	-0.382993
0.408	-0.423108
0.412	-0.443222
0.416	-0.428337
0.42	-0.393452
0.424	-0.406567
0.428	-0.393682
0.432	-0.410797
0.436	-0.410912
0.44	-0.434026
0.444	-0.439141
0.448	-0.442256
0.452	-0.419371
0.456	-0.401486
0.46	-0.386601
0.464	-0.381715
0.468	-0.39483
0.472	-0.389945
0.476	-0.41206
0.48	-0.405175
0.484	-0.41529
0.488	-0.445405
0.492	-0.440519
0.496	-0.432634
0.5	-0.423749
0.504	-0.410864
0.508	-0.438979
0.512	-0.418094
0.516	-0.418208
0.52	-0.424323
0.524	-0.421438
0.528	-0.424553
0.532	-0.441668
0.536	-0.441783
0.54	-0.444898
0.544	-0.434012
0.548	-0.440127
0.552	-0.440242
0.556	-0.417357
0.56	-0.377472
0.564	-0.404587
0.568	-0.407701
0.572	-0.412816
0.576	-0.407931
0.58	-0.415046
0.584	-0.448161
0.588	-0.438276
0.592	-0.428391
0.596	-0.408505
0.6	-0.37862
0.604	-0.346735
0.608	-0.34885
0.612	-0.363965
0.616	-0.41908
0.62	-0.409194
0.624	-0.369309
0.628	-0.317424
0.632	-0.292539
